CompanyName;FirstName;LastName;Address;Country;OrderID;OrderDate;RequiredDate;ShippedDate;Freight;UnitPrice;Quantity;ProductName;NumInStore
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10698;2001-01-21;2001-02-18;2001-01-29;272;114;15;Thüringer Rostbratwurst;200
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10698;2001-01-21;2001-02-18;2001-01-29;272;46;11;Alice Mutton;44
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10698;2001-01-21;2001-02-18;2001-01-29;272;32;68;Louisiana Fiery Hot Pepper Sauce;890
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10698;2001-01-21;2001-02-18;2001-01-29;272;29;18;Queso Cabrales;780
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10698;2001-01-21;2001-02-18;2001-01-29;272;27;11;Outback Lager;2300
Morgenstern Gesundkost;Alexander;Feuer;Heerstr 22;Germany;10699;2001-01-21;2001-02-18;2001-01-25;1;23;15;Zaanse koeken;8
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10697;2001-01-20;2001-02-17;2001-01-26;46;29;12;Steeleye Stout;3400
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10697;2001-01-20;2001-02-17;2001-01-26;46;27;33;Outback Lager;2300
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10697;2001-01-20;2001-02-17;2001-01-26;46;26;33;Escargots de Bourgogne;800
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10697;2001-01-20;2001-02-17;2001-01-26;46;22;10;Teatime Chocolate Biscuits;4000
White Clover Markets;Karl;Jablonski;305 - 14th Ave Suite 3B;USA;10696;2001-01-20;2001-03-03;2001-01-26;103;46;23;Alice Mutton;44
White Clover Markets;Karl;Jablonski;305 - 14th Ave Suite 3B;USA;10696;2001-01-20;2001-03-03;2001-01-26;103;25;21;Spegesild;790
Wilman Kala;Matti;Karttunen;Keskuskatu 45;Finland;10695;2001-01-19;2001-03-02;2001-01-26;17;47;13;Northwoods Cranberry Sauce;8990
Wilman Kala;Matti;Karttunen;Keskuskatu 45;Finland;10695;2001-01-19;2001-03-02;2001-01-26;17;45;7;Queso Manchego La Pastora;245
Wilman Kala;Matti;Karttunen;Keskuskatu 45;Finland;10695;2001-01-19;2001-03-02;2001-01-26;17;19;23;Guaraná Fantástica;2678
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10694;2001-01-18;2001-02-15;2001-01-21;398;59;28;Raclette Courdavault;766
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10694;2001-01-18;2001-02-15;2001-01-21;398;39;93;Uncle Bob´s Organic Dried Pears;2355
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10694;2001-01-18;2001-02-15;2001-01-21;398;27;53;Outback Lager;2300
White Clover Markets;Karl;Jablonski;305 - 14th Ave Suite 3B;USA;10693;2001-01-18;2001-02-01;2001-01-22;139;93;9;Mishi Kobe Niku;384
White Clover Markets;Karl;Jablonski;305 - 14th Ave Suite 3B;USA;10693;2001-01-18;2001-02-01;2001-01-22;139;44;33;Gudbrandsdalsost;256
White Clover Markets;Karl;Jablonski;305 - 14th Ave Suite 3B;USA;10693;2001-01-18;2001-02-01;2001-01-22;139;27;18;Röd Kaviar;125
White Clover Markets;Karl;Jablonski;305 - 14th Ave Suite 3B;USA;10693;2001-01-18;2001-02-01;2001-01-22;139;21;63;Tourtière;780
Nisses Mataffär;Maria;Anders;Obere Str 57;Sweden;10692;2001-01-15;2001-02-12;2001-01-25;61;50;23;Vegie-spread;780
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10691;2001-01-15;2001-02-26;2001-02-03;810;114;43;Thüringer Rostbratwurst;200
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10691;2001-01-15;2001-02-26;2001-02-03;810;54;51;Tarte au sucre;300
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10691;2001-01-15;2001-02-26;2001-02-03;810;52;43;Ipoh Coffee;2456
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10691;2001-01-15;2001-02-26;2001-02-03;810;31;27;Gula Malacca;995
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10691;2001-01-15;2001-02-26;2001-02-03;810;29;33;Te från himlen;5000
Hanari Carnes;Mario;Pontes;Rua do Paço, 67;Brazil;10690;2001-01-14;2001-02-11;2001-01-15;16;45;23;Gnocchi di nonna Alice;980
Hanari Carnes;Mario;Pontes;Rua do Paço, 67;Brazil;10690;2001-01-14;2001-02-11;2001-01-15;16;25;33;Original Frankfurter grüne Soße;944
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10689;2001-01-13;2001-02-10;2001-01-19;13;29;38;Te från himlen;5000
Vaffeljernet;Palle;Ibsen;Smagsløget 45;Denmark;10688;2001-01-13;2001-01-27;2001-01-19;299;51;63;Rössle Sauerkraut;88
Vaffeljernet;Palle;Ibsen;Smagsløget 45;Denmark;10688;2001-01-13;2001-01-27;2001-01-19;299;40;21;Sushi;257
Vaffeljernet;Palle;Ibsen;Smagsløget 45;Denmark;10688;2001-01-13;2001-01-27;2001-01-19;299;26;17;Sasquatch Ale;2560
Hungry Owl All-Night Grocers;Patricia;McKenna;8 Johnstown Road;Ireland;10687;2001-01-12;2001-02-09;2001-02-11;296;114;13;Thüringer Rostbratwurst;200
Hungry Owl All-Night Grocers;Patricia;McKenna;8 Johnstown Road;Ireland;10687;2001-01-12;2001-02-09;2001-02-11;296;93;53;Mishi Kobe Niku;384
Hungry Owl All-Night Grocers;Patricia;McKenna;8 Johnstown Road;Ireland;10687;2001-01-12;2001-02-09;2001-02-11;296;30;9;Inlagd Sill;443
Piccolo und mehr;Georg;Pipps;Geislweg 14;Austria;10686;2001-01-12;2001-02-09;2001-01-20;97;46;33;Alice Mutton;44
Piccolo und mehr;Georg;Pipps;Geislweg 14;Austria;10686;2001-01-12;2001-02-09;2001-01-20;97;40;18;Gumbär Gummibärchen;778
Gourmet Lanchonetes;André;Fonseca;Av Brasil, 442;Brazil;10685;2001-01-11;2001-01-25;2001-01-15;34;40;23;Sushi;257
Gourmet Lanchonetes;André;Fonseca;Av Brasil, 442;Brazil;10685;2001-01-11;2001-01-25;2001-01-15;34;23;18;Zaanse koeken;8
Gourmet Lanchonetes;André;Fonseca;Av Brasil, 442;Brazil;10685;2001-01-11;2001-01-25;2001-01-15;34;23;7;Jack´s New England Clam Chowder;734
Du monde entier;Janine;Labrune;67, rue des Cinquante Otages;France;10683;2001-01-08;2001-02-05;2001-01-13;4;21;12;Filo Mix;78
Ottilies Käseladen;Henriette;Pfalzheim;Mehrheimerstr 369;Germany;10684;2001-01-08;2001-02-05;2001-01-12;146;42;33;Camembert Pierrot;55
Ottilies Käseladen;Henriette;Pfalzheim;Mehrheimerstr 369;Germany;10684;2001-01-08;2001-02-05;2001-01-12;146;30;23;Boston Crab Meat;21
Ottilies Käseladen;Henriette;Pfalzheim;Mehrheimerstr 369;Germany;10684;2001-01-08;2001-02-05;2001-01-12;146;23;43;Zaanse koeken;8
Antonio Moreno Taquería;Antonio;Moreno;Mataderos  2312;Mexico;10682;2001-01-07;2001-02-04;2001-01-13;36;29;7;Louisiana Hot Spiced Okra;55
Antonio Moreno Taquería;Antonio;Moreno;Mataderos  2312;Mexico;10682;2001-01-07;2001-02-04;2001-01-13;36;21;33;Rhönbräu Klosterbier;667
Antonio Moreno Taquería;Antonio;Moreno;Mataderos  2312;Mexico;10682;2001-01-07;2001-02-04;2001-01-13;36;17;33;Geitost;789
Great Lakes Food Market;Howard;Snyder;2732 Baker Blvd;USA;10681;2001-01-07;2001-02-04;2001-01-12;76;42;31;Wimmers gute Semmelknödel;888
Great Lakes Food Market;Howard;Snyder;2732 Baker Blvd;USA;10681;2001-01-07;2001-02-04;2001-01-12;76;23;15;Sir Rodney´s Scones;800
Great Lakes Food Market;Howard;Snyder;2732 Baker Blvd;USA;10681;2001-01-07;2001-02-04;2001-01-12;76;22;33;Teatime Chocolate Biscuits;4000
Old World Delicatessen;Rene;Phillips;2743 Bering St;USA;10680;2001-01-06;2001-02-03;2001-01-08;27;29;53;Pavlova;2400
Old World Delicatessen;Rene;Phillips;2743 Bering St;USA;10680;2001-01-06;2001-02-03;2001-01-08;27;25;43;Singaporean Hokkien Fried Mee;0
Old World Delicatessen;Rene;Phillips;2743 Bering St;USA;10680;2001-01-06;2001-02-03;2001-01-08;27;25;23;Gorgonzola Telino;653
Blondel père et fils;Frédérique;Citeaux;24, place Kléber;France;10679;2001-01-05;2001-02-02;2001-01-12;28;59;15;Raclette Courdavault;766
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10678;2001-01-05;2001-02-02;2001-01-28;389;45;103;Queso Manchego La Pastora;245
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10678;2001-01-05;2001-02-02;2001-01-28;389;23;123;Jack´s New England Clam Chowder;734
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10678;2001-01-05;2001-02-02;2001-01-28;389;21;33;Tourtière;780
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10678;2001-01-05;2001-02-02;2001-01-28;389;17;33;Geitost;789
Antonio Moreno Taquería;Antonio;Moreno;Mataderos  2312;Mexico;10677;2001-01-04;2001-02-01;2001-01-08;4;40;33;Gumbär Gummibärchen;778
Antonio Moreno Taquería;Antonio;Moreno;Mataderos  2312;Mexico;10677;2001-01-04;2001-02-01;2001-01-08;4;17;11;Geitost;789
Tortuga Restaurante;Miguel;Angel Paolino;Avda Azteca 123;Mexico;10676;2001-01-04;2001-02-01;2001-01-11;2;40;5;Sushi;257
Tortuga Restaurante;Miguel;Angel Paolino;Avda Azteca 123;Mexico;10676;2001-01-04;2001-02-01;2001-01-11;2;31;24;Gula Malacca;995
Tortuga Restaurante;Miguel;Angel Paolino;Avda Azteca 123;Mexico;10676;2001-01-04;2001-02-01;2001-01-11;2;22;10;Teatime Chocolate Biscuits;4000
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10675;2001-01-01;2001-01-29;2001-01-05;32;41;13;Perth Pasties;500
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10675;2001-01-01;2001-01-29;2001-01-05;32;34;33;Tofu;450
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10675;2001-01-01;2001-01-29;2001-01-05;32;26;33;Escargots de Bourgogne;800
Island Trading;Helen;Bennett;Garden House Crowther Way;UK;10674;2000-12-31;2001-01-28;2001-01-12;1;22;8;Tunnbröd;0
Wilman Kala;Matti;Karttunen;Keskuskatu 45;Finland;10673;2000-12-31;2001-01-28;2001-01-01;23;52;9;Ipoh Coffee;2456
Wilman Kala;Matti;Karttunen;Keskuskatu 45;Finland;10673;2000-12-31;2001-01-28;2001-01-01;23;29;6;Pavlova;2400
Wilman Kala;Matti;Karttunen;Keskuskatu 45;Finland;10673;2000-12-31;2001-01-28;2001-01-01;23;25;9;Singaporean Hokkien Fried Mee;0
France restauration;Carine;Schmitt;54, rue Royale;France;10671;2000-12-30;2001-01-27;2001-01-06;30;54;13;Tarte au sucre;300
France restauration;Carine;Schmitt;54, rue Royale;France;10671;2000-12-30;2001-01-27;2001-01-06;30;32;15;Louisiana Fiery Hot Pepper Sauce;890
France restauration;Carine;Schmitt;54, rue Royale;France;10671;2000-12-30;2001-01-27;2001-01-06;30;29;13;Pavlova;2400
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10672;2000-12-30;2001-01-13;2001-01-08;96;226;18;Côte de Blaye;67
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10672;2000-12-30;2001-01-13;2001-01-08;96;32;15;Fløtemysost;445
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10670;2000-12-29;2001-01-26;2000-12-31;203;27;53;Röd Kaviar;125
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10670;2000-12-29;2001-01-26;2000-12-31;203;26;28;Laughing Lumberjack Lager;3000
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10670;2000-12-29;2001-01-26;2000-12-31;203;25;63;Spegesild;790
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10670;2000-12-29;2001-01-26;2000-12-31;203;22;35;Tunnbröd;0
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10670;2000-12-29;2001-01-26;2000-12-31;203;21;28;Rhönbräu Klosterbier;667
Die Wandernde Kuh;Rita;Müller;Adenauerallee 900;Germany;10668;2000-12-28;2001-01-25;2001-01-05;47;42;18;Wimmers gute Semmelknödel;888
Die Wandernde Kuh;Rita;Müller;Adenauerallee 900;Germany;10668;2000-12-28;2001-01-25;2001-01-05;47;34;7;Pâté chinois;1600
Die Wandernde Kuh;Rita;Müller;Adenauerallee 900;Germany;10668;2000-12-28;2001-01-25;2001-01-05;47;25;11;Gorgonzola Telino;653
Simons bistro;Jytte;Petersen;Vinbæltet 34;Denmark;10669;2000-12-28;2001-01-25;2001-01-04;24;30;33;Inlagd Sill;443
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10667;2000-12-25;2001-01-22;2001-01-01;78;44;48;Gudbrandsdalsost;256
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10667;2000-12-25;2001-01-22;2001-01-01;78;32;17;Fløtemysost;445
Richter Supermarkt;Michael;Holz;Grenzacherweg 237;Switzerland;10666;2000-12-25;2001-01-22;2001-01-04;232;114;39;Thüringer Rostbratwurst;200
Richter Supermarkt;Michael;Holz;Grenzacherweg 237;Switzerland;10666;2000-12-25;2001-01-22;2001-01-04;232;32;13;Louisiana Fiery Hot Pepper Sauce;890
Lonesome Pine Restaurant;Fran;Wilson;89 Chiaroscuro Rd;USA;10665;2000-12-24;2001-01-21;2000-12-30;26;59;4;Raclette Courdavault;766
Lonesome Pine Restaurant;Fran;Wilson;89 Chiaroscuro Rd;USA;10665;2000-12-24;2001-01-21;2000-12-30;26;57;23;Manjimup Dried Apples;566
Lonesome Pine Restaurant;Fran;Wilson;89 Chiaroscuro Rd;USA;10665;2000-12-24;2001-01-21;2000-12-30;26;29;13;Lakkalikööri;2000
Furia Bacalhau e Frutos do Mar;Lino;Rodriguez;Jardim das rosas n 32;Portugal;10664;2000-12-23;2001-01-20;2001-01-01;1;45;15;Gnocchi di nonna Alice;980
Furia Bacalhau e Frutos do Mar;Lino;Rodriguez;Jardim das rosas n 32;Portugal;10664;2000-12-23;2001-01-20;2001-01-01;1;40;27;Sushi;257
Furia Bacalhau e Frutos do Mar;Lino;Rodriguez;Jardim das rosas n 32;Portugal;10664;2000-12-23;2001-01-20;2001-01-01;1;32;18;Louisiana Fiery Hot Pepper Sauce;890
Trocadero;Laurence;Lebihan;12, rue des Bouchers;France;10663;2000-12-23;2001-01-06;2001-01-15;113;57;23;Manjimup Dried Apples;566
Trocadero;Laurence;Lebihan;12, rue des Bouchers;France;10663;2000-12-23;2001-01-06;2001-01-15;113;30;33;Boston Crab Meat;21
Trocadero;Laurence;Lebihan;12, rue des Bouchers;France;10663;2000-12-23;2001-01-06;2001-01-15;113;25;33;Singaporean Hokkien Fried Mee;0
Hungry Owl All-Night Grocers;Patricia;McKenna;8 Johnstown Road;Ireland;10661;2000-12-22;2001-01-19;2000-12-28;18;29;6;Chartreuse verte;36
Hungry Owl All-Night Grocers;Patricia;McKenna;8 Johnstown Road;Ireland;10661;2000-12-22;2001-01-19;2000-12-28;18;26;52;Escargots de Bourgogne;800
Lonesome Pine Restaurant;Fran;Wilson;89 Chiaroscuro Rd;USA;10662;2000-12-22;2001-01-19;2000-12-31;1;25;13;Scottish Longbreads;5000
Hungry Coyote Import Store;Yoshi;Latimer;City Center Plaza 516 Main St;USA;10660;2000-12-21;2001-01-18;2001-01-27;111;80;24;Sir Rodney´s Marmalade;268
Queen Cozinha;Lúcia;Carvalho;Alameda dos Canàrios, 891;Brazil;10659;2000-12-18;2001-01-15;2000-12-23;106;30;27;Boston Crab Meat;21
Queen Cozinha;Lúcia;Carvalho;Alameda dos Canàrios, 891;Brazil;10659;2000-12-18;2001-01-15;2000-12-23;106;27;43;Outback Lager;2300
Queen Cozinha;Lúcia;Carvalho;Alameda dos Canàrios, 891;Brazil;10659;2000-12-18;2001-01-15;2000-12-23;106;25;23;Gorgonzola Telino;653
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10658;2000-12-18;2001-01-15;2000-12-21;364;42;58;Camembert Pierrot;55
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10658;2000-12-18;2001-01-15;2000-12-21;364;30;73;Boston Crab Meat;21
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10658;2000-12-18;2001-01-15;2000-12-21;364;25;73;Original Frankfurter grüne Soße;944
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10658;2000-12-18;2001-01-15;2000-12-21;364;23;63;Sir Rodney´s Scones;800
Great Lakes Food Market;Howard;Snyder;2732 Baker Blvd;USA;10656;2000-12-17;2001-01-14;2000-12-23;57;34;6;Tofu;450
Great Lakes Food Market;Howard;Snyder;2732 Baker Blvd;USA;10656;2000-12-17;2001-01-14;2000-12-23;57;31;31;Gula Malacca;995
Great Lakes Food Market;Howard;Snyder;2732 Baker Blvd;USA;10656;2000-12-17;2001-01-14;2000-12-23;57;23;9;Zaanse koeken;8
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10657;2000-12-17;2001-01-14;2000-12-28;353;45;48;Gnocchi di nonna Alice;980
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10657;2000-12-17;2001-01-14;2000-12-28;353;42;33;Camembert Pierrot;55
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10657;2000-12-17;2001-01-14;2000-12-28;353;27;53;Genen Shouyu;442
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10657;2000-12-17;2001-01-14;2000-12-28;353;25;48;Spegesild;790
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10657;2000-12-17;2001-01-14;2000-12-28;353;23;13;Zaanse koeken;8
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10657;2000-12-17;2001-01-14;2000-12-28;353;23;27;Jack´s New England Clam Chowder;734
Reggiani Caseifici;Maurizio;Moroni;Strada Provinciale 124;Italy;10655;2000-12-16;2001-01-13;2000-12-24;4;23;23;Jack´s New England Clam Chowder;734
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10653;2000-12-15;2001-01-12;2001-01-01;93;42;23;Camembert Pierrot;55
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10653;2000-12-15;2001-01-12;2001-01-01;93;29;33;Pavlova;2400
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10654;2000-12-15;2001-01-12;2000-12-24;55;33;15;Chef Anton´s Cajun Seasoning;1200
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10654;2000-12-15;2001-01-12;2000-12-24;55;29;23;Chartreuse verte;36
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10654;2000-12-15;2001-01-12;2000-12-24;55;21;9;Tourtière;780
Die Wandernde Kuh;Rita;Müller;Adenauerallee 900;Germany;10651;2000-12-14;2001-01-11;2000-12-24;21;32;23;Gustaf´s Knäckebröd;869
Die Wandernde Kuh;Rita;Müller;Adenauerallee 900;Germany;10651;2000-12-14;2001-01-11;2000-12-24;21;22;15;Teatime Chocolate Biscuits;4000
Gourmet Lanchonetes;André;Fonseca;Av Brasil, 442;Brazil;10652;2000-12-14;2001-01-11;2000-12-21;7;36;5;Nord-Ost Matjeshering;662
Gourmet Lanchonetes;André;Fonseca;Av Brasil, 442;Brazil;10652;2000-12-14;2001-01-11;2000-12-21;7;25;23;Singaporean Hokkien Fried Mee;0
Familia Arquibaldo;Aria;Cruz;Rua Orós, 92;Brazil;10650;2000-12-11;2001-01-08;2000-12-16;177;41;28;Perth Pasties;500
Familia Arquibaldo;Aria;Cruz;Rua Orós, 92;Brazil;10650;2000-12-11;2001-01-08;2000-12-16;177;36;33;Nord-Ost Matjeshering;662
Familia Arquibaldo;Aria;Cruz;Rua Orós, 92;Brazil;10650;2000-12-11;2001-01-08;2000-12-16;177;21;33;Tourtière;780
Maison Dewey;Catherine;Dewey;Rue Joseph-Bens 532;Belgium;10649;2000-12-10;2001-01-07;2000-12-11;6;51;23;Rössle Sauerkraut;88
Maison Dewey;Catherine;Dewey;Rue Joseph-Bens 532;Belgium;10649;2000-12-10;2001-01-07;2000-12-11;6;50;18;Mozzarella di Giovanni;576
Ricardo Adocicados;Janete;Limeira;Av Copacabana, 267;Brazil;10648;2000-12-10;2001-01-21;2000-12-22;14;32;18;Gustaf´s Knäckebröd;869
Ricardo Adocicados;Janete;Limeira;Av Copacabana, 267;Brazil;10648;2000-12-10;2001-01-21;2000-12-22;14;19;18;Guaraná Fantástica;2678
Hungry Owl All-Night Grocers;Patricia;McKenna;8 Johnstown Road;Ireland;10646;2000-12-09;2001-01-20;2000-12-16;142;40;21;Sushi;257
Hungry Owl All-Night Grocers;Patricia;McKenna;8 Johnstown Road;Ireland;10646;2000-12-09;2001-01-20;2000-12-16;142;32;33;Fløtemysost;445
Hungry Owl All-Night Grocers;Patricia;McKenna;8 Johnstown Road;Ireland;10646;2000-12-09;2001-01-20;2000-12-16;142;29;18;Te från himlen;5000
Hungry Owl All-Night Grocers;Patricia;McKenna;8 Johnstown Road;Ireland;10646;2000-12-09;2001-01-20;2000-12-16;142;25;38;Original Frankfurter grüne Soße;944
Que Delícia;Bernardo;Batista;Rua da Panificadora, 12;Brazil;10647;2000-12-09;2000-12-23;2000-12-16;46;29;23;Chartreuse verte;36
Que Delícia;Bernardo;Batista;Rua da Panificadora, 12;Brazil;10647;2000-12-09;2000-12-23;2000-12-16;46;22;33;Teatime Chocolate Biscuits;4000
Hanari Carnes;Mario;Pontes;Rua do Paço, 67;Brazil;10645;2000-12-08;2001-01-05;2000-12-15;12;65;23;Carnarvon Tigers;12
Hanari Carnes;Mario;Pontes;Rua do Paço, 67;Brazil;10645;2000-12-08;2001-01-05;2000-12-15;12;30;18;Inlagd Sill;443
Nisses Mataffär;Maria;Anders;Obere Str 57;Sweden;10643;2000-12-07;2001-01-04;2000-12-15;29;51;18;Rössle Sauerkraut;88
Nisses Mataffär;Maria;Anders;Obere Str 57;Sweden;10643;2000-12-07;2001-01-04;2000-12-15;29;29;24;Chartreuse verte;36
Nisses Mataffär;Maria;Anders;Obere Str 57;Sweden;10643;2000-12-07;2001-01-04;2000-12-15;29;25;5;Spegesild;790
Wellington Importadora;Paula;Parente;Rua do Mercado, 12;Brazil;10644;2000-12-07;2001-01-04;2000-12-14;0;65;7;Carnarvon Tigers;12
Wellington Importadora;Paula;Parente;Rua do Mercado, 12;Brazil;10644;2000-12-07;2001-01-04;2000-12-14;0;52;23;Ipoh Coffee;2456
Wellington Importadora;Paula;Parente;Rua do Mercado, 12;Brazil;10644;2000-12-07;2001-01-04;2000-12-14;0;25;24;Spegesild;790
HILARIÓN-Abastos;Carlos;Hernández;Carrera 22 con Ave Carlos Soublette #8-35;Venezuela;10641;2000-12-04;2001-01-01;2000-12-08;180;30;53;Sill;290
HILARIÓN-Abastos;Carlos;Hernández;Carrera 22 con Ave Carlos Soublette #8-35;Venezuela;10641;2000-12-04;2001-01-01;2000-12-08;180;30;63;Boston Crab Meat;21
Simons bistro;Jytte;Petersen;Vinbæltet 34;Denmark;10642;2000-12-04;2001-01-01;2000-12-18;42;38;23;Sirop d´érable;1300
Simons bistro;Jytte;Petersen;Vinbæltet 34;Denmark;10642;2000-12-04;2001-01-01;2000-12-18;42;23;33;Sir Rodney´s Scones;800
Die Wandernde Kuh;Rita;Müller;Adenauerallee 900;Germany;10640;2000-12-03;2000-12-31;2000-12-10;24;44;23;Gudbrandsdalsost;256
Die Wandernde Kuh;Rita;Müller;Adenauerallee 900;Germany;10640;2000-12-03;2000-12-31;2000-12-10;24;27;18;Outback Lager;2300
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10638;2000-12-02;2000-12-30;2000-12-14;158;50;63;Mozzarella di Giovanni;576
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10638;2000-12-02;2000-12-30;2000-12-14;158;32;24;Louisiana Fiery Hot Pepper Sauce;890
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10638;2000-12-02;2000-12-30;2000-12-14;158;23;23;Røgede sild;566
Santé Gourmet;Jonas;Bergulfsen;Erling Skakkes gate 78;Norway;10639;2000-12-02;2000-12-30;2000-12-09;39;65;11;Carnarvon Tigers;12
Queen Cozinha;Lúcia;Carvalho;Alameda dos Canàrios, 891;Brazil;10637;2000-12-01;2000-12-29;2000-12-08;201;45;63;Gnocchi di nonna Alice;980
Queen Cozinha;Lúcia;Carvalho;Alameda dos Canàrios, 891;Brazil;10637;2000-12-01;2000-12-29;2000-12-08;201;29;13;Queso Cabrales;780
Queen Cozinha;Lúcia;Carvalho;Alameda dos Canàrios, 891;Brazil;10637;2000-12-01;2000-12-29;2000-12-08;201;28;28;Valkoinen suklaa;1600
Wartian Herkku;Pirkko;Koskitalo;Torikatu 38;Finland;10636;2000-12-01;2000-12-29;2000-12-08;1;33;28;Chef Anton´s Cajun Seasoning;1200
Wartian Herkku;Pirkko;Koskitalo;Torikatu 38;Finland;10636;2000-12-01;2000-12-29;2000-12-08;1;26;9;Escargots de Bourgogne;800
Magazzini Alimentari Riuniti;Giovanni;Rovelli;Via Ludovico il Moro 22;Italy;10635;2000-11-30;2000-12-28;2000-12-03;47;33;13;Chef Anton´s Cajun Seasoning;1200
Magazzini Alimentari Riuniti;Giovanni;Rovelli;Via Ludovico il Moro 22;Italy;10635;2000-11-30;2000-12-28;2000-12-03;47;32;43;Gustaf´s Knäckebröd;869
Magazzini Alimentari Riuniti;Giovanni;Rovelli;Via Ludovico il Moro 22;Italy;10635;2000-11-30;2000-12-28;2000-12-03;47;32;18;Chef Anton´s Gumbo Mix;1123
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10633;2000-11-27;2000-12-25;2000-11-30;478;54;83;Tarte au sucre;300
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10633;2000-11-27;2000-12-25;2000-11-30;478;45;39;Queso Manchego La Pastora;245
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10633;2000-11-27;2000-12-25;2000-11-30;478;40;38;Gumbär Gummibärchen;778
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10633;2000-11-27;2000-12-25;2000-11-30;478;20;16;Bröd;230
Folies gourmandes;Martine;Rancé;184, chaussée de Tournai;France;10634;2000-11-27;2000-12-25;2000-12-03;487;65;53;Carnarvon Tigers;12
Folies gourmandes;Martine;Rancé;184, chaussée de Tournai;France;10634;2000-11-27;2000-12-25;2000-12-03;487;57;18;Manjimup Dried Apples;566
Folies gourmandes;Martine;Rancé;184, chaussée de Tournai;France;10634;2000-11-27;2000-12-25;2000-12-03;487;39;38;Uncle Bob´s Organic Dried Pears;2355
Folies gourmandes;Martine;Rancé;184, chaussée de Tournai;France;10634;2000-11-27;2000-12-25;2000-12-03;487;21;5;Rhönbräu Klosterbier;667
Die Wandernde Kuh;Rita;Müller;Adenauerallee 900;Germany;10632;2000-11-26;2000-12-24;2000-12-01;41;30;33;Sill;290
