CustomerID;CustomerName;ContactFirstName;ContactLastName;ContactTitle;ContactPosition;LastYearsSales;Address1;Address2;City;Region;Country;PostalCode;Email;WebSite;Phone;Fax
237;Salvado_Bike_Store;Adriano;Pinto;Mr;Sales_Manager;5880;Eurico_Lara_423/524;Ingen;Rio_Grande;Rio_Grande_do_Sul;Brazil;90880-390;Pinto@goingincircles.com;http://www.crystaldecisions.com;55-61-2934-3849;55-61-2934-1119
238;Brasilia_Outdoors;Americo;Machado;Mr;Sales_Agent;13467;Teixeira_Soares,_895;Santa_Tereza;Minas_Gerais;Belo_Horizonte;Brazil;31015-040;Machado@cyclistslife.com;http://www.crystaldecisions.com;55-85-1032-1093;55-85-1032-2323
239;Rio_De_Janeiro_Bikers;André;Pedro;Mr;Owner;133551;Av._Rio_Branco,_95_/_7º_andar;Ingen;Rio_de_Janeiro;Rio_de_Janeiro;Brazil;20093-900;Pedro@discountbikes.com;http://www.crystaldecisions.com;55-11-4929-4929;55-11-4929-4343
240;Saveiros_SA;André;da_Silva;Mr;Owner;5880;Teixeira_Soares,_2223;Ingen;São_Paulo;São_Paulo;Brazil;20093-400;da_Silva@canadianbikes.com;http://www.crystaldecisions.com;55-85-2392-0193;55-85-2392-3323
241;Outdoors_Ltda;André;Fontes;Mr;Owner;2378;Rua_Silex,_165;Ingen;São_Paulo;São_Paulo;Brazil;04082-001;Fontes@bobsbikes.com;http://www.crystaldecisions.com;55-61-2929-3723;55-61-2929-3223
242;Hamburg_Räder;Arne;Schmeth;Mr;Sales_Representative;1788;Iltisstrasse_24;Ingen;Essen;Nordrhein-Westfalen;Germany;D-45001;Schmeth@mikesbikes.com;http://www.crystaldecisions.com;49-4042-2333-71;49-4042-2333-10
243;Leipzig_Freiheit;Folkert;Heinz;Mr;Owner;7829;Bahnstrasse_342-46;Ingen;Berlin;Berlin;Germany;D-10044;Heinz@twowheelin.com;http://www.crystaldecisions.com;49-2024-8855-08;49-2024-8855-10
244;Super_Bike;Frank;Kroger;Mr;Sales_Representative;1073;Geisbergstr._311;Ingen;Hamburg;Hamburg;Germany;D-22121;Kroger@bombaybicycle.com;http://www.crystaldecisions.com;49-6196-9559-22;49-6196-9559-10
245;Berlin_Biking_GmBH;Gunter;Schatz;Mr;Owner;2989;D-80042_Weissenfeld;Ingen;München;Bayern;Germany;D-80042;Schatz@bennythespokes.com;http://www.crystaldecisions.com;49-3220-0485-51;49-3220-0485-10
246;Dortmont_Rad_Kaufhaus;Holger;Warnecke;Mr;Sales_Representative;59469;CMR_4434;Ingen;Düsseldorf;Nordrhein-Westfalen;Germany;D-40029;Warnecke@bikesbikes.com;http://www.crystaldecisions.com;49-3944-0432-57;49-3944-0432-10
247;Offroad_Bike_Verleih;Juergen;Rudolf;Mr;Owner;1623;Koningswinterer_Strasse_800;Ingen;Berlin;Berlin;Germany;D-14059;Rudolf@roughterrain.com;http://www.crystaldecisions.com;49-3022-0486-14;49-3022-0486-10
248;Berg_auf_Trails_GmBH;Peter;Schmit;Mr;Sales_Manager;2939;CMR_4490;Ingen;Düsseldorf;Nordrhein-Westfalen;Germany;D-40608;Schmit@cyclopath.com;http://www.crystaldecisions.com;49-6400-0443-23;49-6400-0443-10
249;Milano_Bike_Store;Angelo;Nucchi;Mr;Sales_Agent;6756;Via_Anagnina_483;Ingen;Milan;Lombardia;Italy;42898;Nucchi@tandemcycle.com;http://www.crystaldecisions.com;39-10-2849-1038;39-10-2849-1000
250;Brescia_Mountainers;David;Giovanni;Mr;Sales_Manager;181445;Via_Angelo_Maj,_22;Ingen;Rome;Lazio;Italy;42210;Giovanni@ontheedge.com;http://www.crystaldecisions.com;39-55-9202-9592;39-55-9202-9534
251;Nogoya_Paths;Hatsuko;Kumasaka;Mr;Sales_Agent;8820;C.ITOH_Bldg._12-1;Minato-Ku;Hiroshima;Hiroshima_Ken;Japan;106-4553;Kumasaka@tek.com;http://www.crystaldecisions.com;81-1-3321-3336;81-1-3321-0192
252;Yokohama_Biking_Fans;Miyako;Katayama;Mr;Owner;2003;Yokosuka_Naval_Base-Building_1955_Room_8;Ingen;Kobe;Hyogo_Ken;Japan;124-2293;Katayama@bikingheaven.com;http://www.crystaldecisions.com;81-1-3022-0349;81-1-3022-2100
253;Bendai_Mountain_Bikers;Tomoaki;Tanahashi;Mr;Sales_Manager;14077;A.ITOH_Bldg._15-3;Minato-Ku;Tokyo;Tokyo_To;Japan;232-9333;Tanahashi@bikerspath.com;http://www.crystaldecisions.com;81-2-6676-0746;81-2-6676-4302
254;Totory_Ken_Cyclists;Yoshio;Shimoyama;Mr;Owner;5914;Bell_Ace_Building_8F;Ingen;Yokohama;Kanagawa_Ken;Japan;112-3293;Shimoyama@bikesrus.com;http://www.crystaldecisions.com;81-2-2221-3606;81-2-2221-0771
255;Tiempo_Libre_Monterrey;Jose;Garcia;Mr;Sales_Manager;8820;Thiers_3251-34;Ingen;Acapulco;Guerrero;Mexico;34323;Garcia@bikeshopmars.com;http://www.crystaldecisions.com;52-5-553-0933;52-5-553-0934
256;Tiempo_Libre_Acapulco;Manuel;Hernandez;Mr;Sales_Manager;9596;Apaseo_El_Alto_11,_Col_Valle_del_Tepeyac;Ingen;Puerto_Vallarta;Jalisco;Mexico;4929;Hernandez@feelgreat.com;http://www.crystaldecisions.com;52-5-300-0113;52-5-300-0134
257;Bicicletas_de_Montaña_Cancun;Ana_Maria;Fernandez;Ms;Owner;1551;Puebla_#_903_Primer_Piso;Ingen;Cancun;Quintana_Roo;Mexico;2994;Fernandez@bikefest.com;http://www.crystaldecisions.com;52-2-255-8965;52-2-255-9403
258;Guadalajara_en_ruedas;Laura;Torres;Ms;Sales_Manager;83665;Hernandez_y_Hernandez_No.699;Ingen;Mazatlan;Sinaloa;Mexico;92041;Torres@bikinghiking.com;http://www.crystaldecisions.com;52-1-357-9443;52-1-357-9433
259;Bicycles_Alex;Alex;Alvarez;Ms;Owner;62628;Rufino_Tamayo_395;Ingen;Ciudad_de_Mexico;Distrito_Federal;Mexico;3853;Alvarez@bicycleraces.com;http://www.crystaldecisions.com;52-5-207-1010;52-5-207-1011
260;New_Trails;George;Robins;Mr;Sales_Manager;1716;181_Wellesley_Street;Ingen;Christchurch;Canterbury;New_Zealand;;Robins@fredsbikes.com;http://www.crystaldecisions.com;64-3-4920-2044;64-3-4920-3421
261;Beach_Trails_and_Wheels;Alastair;Jackson;Mr;Sales_Representative;2944;374_Great_Road;Ingen;Hamilton;Waikato;New_Zealand;;Jackson@philsbikes.com;http://www.crystaldecisions.com;64-2-9112-2031;64-2-9112-2033
262;Forested_Hills;Gary;Birch;Mr;Sales_Agent;1067;4_Bond_St.;Ingen;Wellington;Wellington;New_Zealand;;Birch@colinsbikes.com;http://www.crystaldecisions.com;64-1-4044-2904;64-1-4044-2934
263;Bill´s_Bikes;Bill;Anderson;Mr;Owner;2459;8035_Owl_Road;Ingen;New_Plymouth;Taranaki;New_Zealand;;Anderson@barrysbikes.com;http://www.crystaldecisions.com;64-9-0014-4041;64-9-0014-2334
264;Lisbon_Cyclists;Jorge;Faustino;Mr;Owner;330;Av._Artur_Soares,_828_-_1700;Ingen;Lisbon;Lisbon;Portugal;1700;Faustino@tonysbikes.com;http://www.crystaldecisions.com;351-1-49-09-441;351-1-49-09-850
265;Evora_Family_Sports;André;Palacio;Mr;Sales_Manager;3638;R._D._Estefƒnia,_12_-_2000_Lisb;Ingen;Lisbon;Lisbon;Portugal;1900;Palacio@ridedownamountain.com;http://www.crystaldecisions.com;351-41-43-46-902;351-41-43-46-990
266;Souzel_Bike_Rentals;Adriano;Malva;Mr;Sales_Agent;1472;Polo_Tecnologico_Lote_39;Ingen;Lisbon;Lisbon;Portugal;1600-480;Malva@makingtracks.com;http://www.crystaldecisions.com;351-44-09-23-677;351-44-09-23-690
267;Tom´s_Place_for_Bikes;Jimmy;Hatch;Mr;Sales_Representative;36401;545_Peachtree_Road;Ingen;Johannesburg;Gauteng_(PWV);South_Africa;2385;Hatch@tiendadp.com;http://www.crystaldecisions.com;27-15-923-0300;27-15-923-0301
268;Coastal_Line_Bikes;Caron;Ryans;Ms;Owner;1130;22th_Flr_Safren_House;Ingen;Johannesburg;Gauteng_(PWV);South_Africa;3001;Ryans@hanoibike.com;http://www.crystaldecisions.com;27-11-294-0001;27-11-294-4453
269;Hikers_and_Bikers;Steven;Sharp;Mr;Owner;8301;1844_Beach_Avenue;Ingen;Johannesburg;Gauteng_(PWV);South_Africa;4201;Sharp@bicyclebasics.com;http://www.crystaldecisions.com;27-13-940-0302;27-13-940-0309
270;Mountain_View_Sport;Fran;Durant;Mr;Sales_Manager;65232;1443_Main_Street;Suite_990;Auckland;Auckland;New_Zealand;;Durant@hararecycle.com;http://www.crystaldecisions.com;64-9-2939-2995;64-9-2939-2934
